"O_AesSens","E_Assert","N_Depr","N_EmoVol","O_IntCur","C_Org","C_Rspnbl","O_CrtvImag","E_EnerLev","C_Prdctv","N_Anxty","E_Scblty","count","satisfaction"
2.94545957647283,2.27289464117051,1.5,1,3,2.67920551551057,4.28748025492383,2,5,1.5,2,1,23,3.42321968451142
4,1.34212790521419,4,3,1.21385014564571,4,4,2,2.79998602780743,2.97562692842019,1,2,24,4.62945834733546
3.04055164868002,0.772840563339557,4,1,2,3,2.76380467885264,2.15359479703844,1.09243293115018,2,1,1.5,25,2.90236187260598
4,3,1,1,4.4854668520688,5,4.01873182029157,4.79955131111208,3.30542459222576,5,3.5,2,26,1.19124717637897
4,5,1,1,1.80688292507599,4,5.00384573223924,4,4.96574191743704,2,2,4,27,1.84753751661628
1.69136746580825,4.43210581614768,2,1,4,4.8148860490136,4.5655711396907,4,4.57410842717583,5,2,4.5,28,1.22601654008031
3.19664159557764,3.35104072478491,1.5,2.43396744806355,4,4.18660912547813,4,4,2.83923989534302,4,2,4.5,29,4.81793129816651
5.06086767264638,2,1,5,5,2,4.18576546463313,4,2.02662875664142,4,2.5,2,30,1.50293065514416
4,3,2,5,1.86722738259031,3.10855822870273,4.5,4,2,2.5866509728243,1,1.64858775196718,31,3.1214014235884
2,3,1,1.26511275956992,4,4.21088684962421,5,5.24498785026737,3.99240629956198,5,1.33333333333333,5,32,3.55710378754884
3,3.38176797814325,3,4,4,2,5,4.02838226132979,2,1.65620167169885,2.5,3.45948086072393,33,4.62284914962947
4,1,1,2,4.46421949243146,4,2.76097516562484,4,5,4,2.5,4.46125523725105,34,2.39981600642204
2,3.31217968651751,1,1,3.01560555579824,5,2.98264170560989,4,4,4,1,2.42377441857734,35,4.88977706059813
2,3.14436709807438,1,1.5,3.08770043323146,3.95073952632546,4,3,4.02164994262825,4.04395285051147,1,3.5,36,4.30990784894675
2,2,2,2.21246919806187,2,3.53568987456139,5,1.39070307969668,2,3.07780812522076,4,1.64182885160359,37,4.35162085294724
3.86013994086065,1.17076146234495,1,1,2,3.98051825565824,2,4,5,4,3,2,38,2.32322223484516
4,2.78842151439405,1,0.975512816619127,4,5,3.60692254352206,4.30202221432228,4.5,3,1.33333333333333,3.68623602184828,39,4.94596580322832
2.89428601057532,2,1.5,4,3.05379200508443,3.71338197812518,3.43959236110424,3,5,3.5,1,5.08825348040126,40,2.37675275839865
2,1,1,5,1,1,2,1.07521720574676,3,3.16526451009111,2.5,2.3816731846677,41,4.42265951260924
1,3.9038814269316,3,2,1.66085384126591,5,5,4,2,4.98045465392393,2,5,42,3.7909191576764
1.55197710837081,3.11408439655238,1,1.00335931794906,3.49034448604677,3.88960363230749,5,4.5,5,5,1,3.81405165431878,43,2.48354352917522
4.28421884071288,3.66973804022594,1,1,3.57589966460123,4.01986382678365,5,5,1,5,1,5,44,1.18006956204772
3,3,1,1.76652098277801,2.43632441318335,5,4.97719237170564,3,4.87895446690756,4.71490700626313,2,4.5451196682089,45,4.09741829428822
2,2.13027913326832,1,2,3.02635201298556,2.01129234531096,5,2,2.00788148620055,1,5,2.5,46,4.04599434975535
2.7984730255961,3.44907204582139,1,2,3,5,5,5,4,3.8860032809036,2.5,3.63102909464045,47,2.63046029862016
