"O_AesSens","E_Assert","N_Depr","N_EmoVol","O_IntCur","C_Org","C_Rspnbl","O_CrtvImag","E_EnerLev","C_Prdctv","N_Anxty","E_Scblty","count","satisfaction"
4.36771478918403,3,3,5,4,5,4.23581793635655,4,5.62943802971225,2.11214231898972,3,3,26,2.03979632630944
1.71455708321426,3,3,2.25641196297178,5,5,4,4,3,2.69272604936288,4,2.48535179633954,27,3.86801450885832
3.93195123093395,3.23916473806193,3,5,4,5,3.69474913233611,4,4,5,3,4,28,2.98220637720078
2.00309279887759,4,4,4,3,5,4,4.61097685985677,3,3.70450400521928,4.5,2.62989465083564,29,2.82175149489194
1.99468229680359,3.68298232641716,4,2.98654063690793,2.89792172401025,5,4.12310028068595,4,2,4,4,4,30,1.9220620803535
2.76514634940524,2.99032282437593,4,4,4,5,4,4,2,2.79808272881451,4,4,31,4.28340304736048
3.51375130068706,3.5253281253219,3,4,4.52187281819341,3.89726296067469,4,4,4,4,4,3,32,2.26294077094644
1.44888532493898,4,3,2.28754210694882,4.06030057472388,5,4,4,2.82083968302025,4.33283531679168,4,2,33,2.05699592176825
1.70954664621856,3.24853751297329,4,4,2,5,3.3238288331346,4.01913397031113,3.37265466461841,2,4,3.5,34,2.64337316341698
4,3.12387261053794,2.5,4,3.93866588350593,5,5.31497439625367,3.97646932312918,3.10269151489407,4.68542080705987,4,4,35,2.74248570948839
3.63154196355874,3.5,3.5,4,4,3.10038450993976,4,4,2.04895953345401,3.14613084967769,4,3.49493270833838,36,1.54531447589397
4.00679372387812,3.5,2.5,0.821180030915814,4.01575606541128,5,4,3.21845099219967,4.02998290063143,4.97739044314811,2.5,2.52643190283631,37,3.85861576534808
4,4,3,4,4,2.82316157220294,3,2.61640147342089,4.27524871212008,4,3,4,38,1.50000769458711
2.02998964109202,4,2,2.53467678288523,4,5,4.49441229590367,3.0982142758308,3.84347142581616,4,3,2,39,1.87463161721826
3.87983632709933,3.34043709238412,2,3.13817534542804,4,5,4.59488038759841,4,2,3,2,4,40,4.09258563444018
4,3,2.5,3.71891031726937,2.7069608684731,5,2,3.99333605268559,4.96116310696643,5.61885543232849,3,4,41,2.65901515446603
4,3.46065049361823,4,3.61522222749658,4.80050348803085,4,4.11736393576305,4,2,3,4,3,42,1.35536251403391
4,4,3.5,4,4,2.63041000553552,4,4.63175763918027,2,3,4,2.82659525023379,43,1.0566721688956
4,4,3,5,4,5.2370493132365,4,3.52804165668249,4.48921684550961,4,4,4,44,4.68946688249707
1.99053766068142,2.62725207667576,2.5,4,4,5,4,5.22114693737127,2.60266717070653,4.17080294622921,4,3.5,45,3.93885759171098
5,4,2.5,3,3.08308093388754,3.99839156223717,4,4,3.06371895149897,4,3,3,46,4.61883192230016
4.03325819482327,4,3,4,3.9420774709038,2.33968499678845,2.86853484374844,4,2.70271544059174,4,4,4,47,1.30357583984733
