"O_AesSens","E_Assert","N_Depr","N_EmoVol","O_IntCur","C_Org","C_Rspnbl","O_CrtvImag","E_EnerLev","C_Prdctv","N_Anxty","E_Scblty","count","satisfaction"
4.06906801299423,4,2,2.5,4,2,3.84007147720955,3,4,3,2,4.84501074508544,29,4.19817616324872
5,3,2.33333333333333,3.07235750143344,3.8664844185192,3.3966479190848,4,4,2,5,2,1.98515133803614,30,2.49148232582957
2,4,1.5,1,3,5.42897401239783,4.11848108090765,4.76770700743484,3,5,4,4.36656027769169,31,1.88838502950966
3,3,1,2,3,3.19940688688507,4.5,3.43333970318378,4.14015974177031,4.79300197759029,3,4.5279587768111,32,2.33980887476355
4.89886376316456,3.80912106376543,2,2,3,4,3.66903487132073,3,2,5,4,4,33,3.06629651039839
5.06281143923752,4,2,2,3.5,4.39337785733003,4,3.99922183140326,3.46097805724891,5,4,4.1858589777385,34,2.13007398787886
2,4,2,1,4.44853566187843,4,3,4,2,2.04255785934339,2,2.79026101354635,35,4.53271189983934
5,4,2,2,5,4,4,3.68221490518012,4,4.46446392847628,2,3.79270151914245,36,4.44477087538689
5,4,4,3,3,4,4,4.30008719062268,3,4.43745166596221,3,5.22663342926827,37,1.35939479991794
4.14148945805913,3.5,2,2.45805728689062,3,4.63911848696929,4,5,3.81091116326425,4,2,3.54214014638516,38,3.70352138299495
3.5,4,2,1,3.20167985017269,4.45322889613472,3,3.79450368404198,4,3,4,5.2450384560991,39,2.68939326331019
4,4,5,3,4.06996677217773,3.5,5.35115087860854,4,3,3.52493751453638,5,3.2147795699815,40,1.30425414815545
2.62157566892807,1.9101054283346,2.5,1,2,3.54416901130404,3.02149798181072,2,4,2.5,3,4,41,4.27497636526823
4,4,2,3,4.17837491754768,2,3.50143461987543,4.65937118690696,4,2,2,4.75117774798735,42,4.59539778996259
2,2.6863304526783,5,3,3.75473703132544,2,3.2945617227736,3,2,2,5,3,43,1.34997498430312
4.97005141879672,3.5,5,3,3,4,3.34548475603156,3,3.26487069593314,3,5,3.45397444359027,44,1.64625158905983
3,3,3.5,2.77512072627202,3.47489030535175,3,4,5,2,2.51021244863294,5,3.10753562524131,45,3.66129782702774
2,4,5,3.5,4,2,3,3.39272641619196,1.59003779218755,3.53566745796752,5,3,46,4.3229614160955
2.68107946267367,5,5,4,5,2.83703872633628,2.51526664312516,2.03768543359681,2,4,4.5,3.72993794686915,47,4.03534879535437
3.12698600332429,4,5,5,3.5,3.53657792722223,2,4.1309193486453,3.43358635439424,4,4,3.39317116438469,48,3.41305598989129
4,4.76025034613706,1.5,2,2,3.47523606314242,3,3.81930969358416,4,4,2,4,49,1.10213685315102
4.73303405679066,5.21607947305469,1.66666666666667,1.9034499461945,5,4,3.83087723519897,5,3.66565293151157,4.36374138713888,3,4.5,50,1.77109651174396
2.45438798393363,2.43230302074553,1,1,4.5,4,3.80755368829283,4.81805849747314,4,4,2.5,2.6282764101923,51,4.52066058386117
3.63785020078752,4,4,4,4,3.6223092072698,3,2.04306013632464,2,2.69681708277673,4,0.788001138310804,52,2.25462175533175
4.76955504854855,3,4,4,4.31687597145412,2,2.99887429642206,3.5,2.10525962528284,3,4.5,1,53,2.45562341157347
3,3.98282020557941,3,2,4.83695924118254,5,4,5,2,3.11242772522849,2,5,54,1.57090297620744
4,2.95057409075103,3.5,3.53889864374531,2.70096631825826,5,3.77303344831407,2,2,3,5,4,55,3.97991591598839
4,2,2,2,4,2.27408712898743,2.67195308698191,2.65455048422094,2,1.5,3,2.85980443940237,56,4.77051086351275
5,4,3.33333333333333,4.42034055025252,3,4,2.81016627462183,3.15686991089547,2,2,2,3.79821870137971,57,2.82628501672298
2.36509339565278,2.47527922290177,3,2.74504578952373,2.00008715458284,5,4,2.51706340896816,4,4.43242870668746,5,1.30979920655572,58,4.33304643072188
3.5,4,2,4,3.02643288766931,2.21672625159936,3.03629025109721,3.26461008964825,2.7803771929201,3.5,4.5,4.5190359700701,59,2.31604844983667
2.5,5,4,3,1.99311451261388,3.81487439634249,2.5966403457745,0.763183325573137,2.26537065323532,2,5,1,60,2.92136022634804
3.34867860316189,4,2,3.04638066885266,4.46466310718703,3.67591823195767,4,2.4775093294634,3.60080239889193,3,3,2,61,4.56142896506935
5,3,2,2,4.60575871318416,4,4,3,3.68048596733901,2.94518936674192,2,5,62,3.71194153185934
4,4,2.5,2,4,4,4.17615526350529,3.96089126302777,2.92836793416966,3.19460527244039,2,4,63,1.82816637959331
2,1.12737105219249,4,2,2.73270147874315,3.44327669584962,3,1.9844348152063,1,1,4,3,64,3.32668079435825
4.29403037165245,3.6038755905461,3,4.86646658514245,4.45749095942641,2,3.42945194100808,3.48259977262812,4.52795548939293,3,2,2.5,65,4.78704322502017
4,2.45261196189443,4,3,3.11662133503518,4,2.84514148475869,4,2,1,4,3,66,1.71729289647192
4,4.45204632695062,2.33333333333333,2.00592551376218,2.12230502925975,3,3,2,2,4.66547183551195,2,2,67,1.10804238077253
5.05383020960417,1,4,1.875654734445,2,4,3.79803725908934,5,2,2,4.5,3.61538662857307,68,1.36585562583059
